corpus_id,domain,subdomain,corpus_or_collection,scope_tier,languages,geography_tradition,desired_representation,unit_of_completeness,minimum_complete_package,priority,primary_acquisition_route,agent_can_acquire_without_user_action,user_action_required,digital_availability,preferred_source_or_partner,rights_status,inventory_status,source_url,notes
COR-0131,02 Itihasa,Ramayana regional and transregional,Reamker,CORE,Awadhi|Tamil|Bengali|Telugu|Kannada|Malayalam|Odia|Assamese|Nepali|Gujarati|Prakrit|Pali|Old Javanese|Thai|Khmer|Malay|Lao|Burmese|Maranao|Tibetan|Khotanese,South Asia and Southeast Asia,Edition-specific full text plus scans and structure,each work-version-recension-edition/performance script,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download open editions; purchase/permission/fieldwork for protected or oral versions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0132,02 Itihasa,Ramayana regional and transregional,Hikayat Seri Rama,CORE,Awadhi|Tamil|Bengali|Telugu|Kannada|Malayalam|Odia|Assamese|Nepali|Gujarati|Prakrit|Pali|Old Javanese|Thai|Khmer|Malay|Lao|Burmese|Maranao|Tibetan|Khotanese,South Asia and Southeast Asia,Edition-specific full text plus scans and structure,each work-version-recension-edition/performance script,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download open editions; purchase/permission/fieldwork for protected or oral versions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0133,02 Itihasa,Ramayana regional and transregional,Phra Lak Phra Lam,CORE,Awadhi|Tamil|Bengali|Telugu|Kannada|Malayalam|Odia|Assamese|Nepali|Gujarati|Prakrit|Pali|Old Javanese|Thai|Khmer|Malay|Lao|Burmese|Maranao|Tibetan|Khotanese,South Asia and Southeast Asia,Edition-specific full text plus scans and structure,each work-version-recension-edition/performance script,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download open editions; purchase/permission/fieldwork for protected or oral versions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0134,02 Itihasa,Ramayana regional and transregional,Yama Zatdaw,CORE,Awadhi|Tamil|Bengali|Telugu|Kannada|Malayalam|Odia|Assamese|Nepali|Gujarati|Prakrit|Pali|Old Javanese|Thai|Khmer|Malay|Lao|Burmese|Maranao|Tibetan|Khotanese,South Asia and Southeast Asia,Edition-specific full text plus scans and structure,each work-version-recension-edition/performance script,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download open editions; purchase/permission/fieldwork for protected or oral versions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0135,02 Itihasa,Ramayana regional and transregional,Maranao Maharadia Lawana,CORE,Awadhi|Tamil|Bengali|Telugu|Kannada|Malayalam|Odia|Assamese|Nepali|Gujarati|Prakrit|Pali|Old Javanese|Thai|Khmer|Malay|Lao|Burmese|Maranao|Tibetan|Khotanese,South Asia and Southeast Asia,Edition-specific full text plus scans and structure,each work-version-recension-edition/performance script,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download open editions; purchase/permission/fieldwork for protected or oral versions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0136,02 Itihasa,Ramayana regional and transregional,Tibetan Ramayana versions,CORE,Awadhi|Tamil|Bengali|Telugu|Kannada|Malayalam|Odia|Assamese|Nepali|Gujarati|Prakrit|Pali|Old Javanese|Thai|Khmer|Malay|Lao|Burmese|Maranao|Tibetan|Khotanese,South Asia and Southeast Asia,Edition-specific full text plus scans and structure,each work-version-recension-edition/performance script,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download open editions; purchase/permission/fieldwork for protected or oral versions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0137,02 Itihasa,Ramayana regional and transregional,Khotanese Ramayana fragments,CORE,Awadhi|Tamil|Bengali|Telugu|Kannada|Malayalam|Odia|Assamese|Nepali|Gujarati|Prakrit|Pali|Old Javanese|Thai|Khmer|Malay|Lao|Burmese|Maranao|Tibetan|Khotanese,South Asia and Southeast Asia,Edition-specific full text plus scans and structure,each work-version-recension-edition/performance script,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download open editions; purchase/permission/fieldwork for protected or oral versions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0138,02 Itihasa,Ramayana regional and transregional,"Ramayana folk, shadow-puppet and performance scripts by region",CORE,Awadhi|Tamil|Bengali|Telugu|Kannada|Malayalam|Odia|Assamese|Nepali|Gujarati|Prakrit|Pali|Old Javanese|Thai|Khmer|Malay|Lao|Burmese|Maranao|Tibetan|Khotanese,South Asia and Southeast Asia,Edition-specific full text plus scans and structure,each work-version-recension-edition/performance script,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download open editions; purchase/permission/fieldwork for protected or oral versions,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0139,03 Purana and Mahatmya,Mahapurana,Brahma Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0140,03 Purana and Mahatmya,Mahapurana,Padma Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0141,03 Purana and Mahatmya,Mahapurana,Vishnu Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0142,03 Purana and Mahatmya,Mahapurana,Shiva Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0143,03 Purana and Mahatmya,Mahapurana,Bhagavata Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0144,03 Purana and Mahatmya,Mahapurana,Narada/Naradiya Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0145,03 Purana and Mahatmya,Mahapurana,Markandeya Purana including Devi Mahatmya,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0146,03 Purana and Mahatmya,Mahapurana,Agni Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0147,03 Purana and Mahatmya,Mahapurana,Bhavishya Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0148,03 Purana and Mahatmya,Mahapurana,Brahmavaivarta Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0149,03 Purana and Mahatmya,Mahapurana,Linga Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0150,03 Purana and Mahatmya,Mahapurana,Varaha Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0151,03 Purana and Mahatmya,Mahapurana,Skanda Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0152,03 Purana and Mahatmya,Mahapurana,Vamana Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0153,03 Purana and Mahatmya,Mahapurana,Kurma Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0154,03 Purana and Mahatmya,Mahapurana,Matsya Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0155,03 Purana and Mahatmya,Mahapurana,Garuda Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0156,03 Purana and Mahatmya,Mahapurana,Brahmanda Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each recension, khanda/samhita, critical/popular edition, translation and commentary",complete Sanskrit edition with every khanda/chapter; major regional recensions; translations; apparatus,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0157,03 Purana and Mahatmya,Upapurana and sectarian Purana,Devi Bhagavata Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0158,03 Purana and Mahatmya,Upapurana and sectarian Purana,Kalika Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0159,03 Purana and Mahatmya,Upapurana and sectarian Purana,Mahabhagavata Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0160,03 Purana and Mahatmya,Upapurana and sectarian Purana,Vishnudharmottara Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0161,03 Purana and Mahatmya,Upapurana and sectarian Purana,Vishnudharma Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0162,03 Purana and Mahatmya,Upapurana and sectarian Purana,Narasimha Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0163,03 Purana and Mahatmya,Upapurana and sectarian Purana,Ganesha Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0164,03 Purana and Mahatmya,Upapurana and sectarian Purana,Mudgala Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0165,03 Purana and Mahatmya,Upapurana and sectarian Purana,Saura Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0166,03 Purana and Mahatmya,Upapurana and sectarian Purana,Samba Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0167,03 Purana and Mahatmya,Upapurana and sectarian Purana,Brihaddharma Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0168,03 Purana and Mahatmya,Upapurana and sectarian Purana,Brahmadharma Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0169,03 Purana and Mahatmya,Upapurana and sectarian Purana,Ekāmra Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0170,03 Purana and Mahatmya,Upapurana and sectarian Purana,Nilamata Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0171,03 Purana and Mahatmya,Upapurana and sectarian Purana,Bhargava Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0172,03 Purana and Mahatmya,Upapurana and sectarian Purana,Kapila Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0173,03 Purana and Mahatmya,Upapurana and sectarian Purana,Sanatkumara Purana,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0174,03 Purana and Mahatmya,Upapurana and sectarian Purana,All named Upapuranas in manuscript and printed catalogues — enumeration program,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,"each title, recension, manuscript family and complete edition",complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Item-level rights review,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0175,03 Purana and Mahatmya,Mahatmya,Sthala Purana and Kshetra Mahatmya corpus — every temple and sacred place,CORE,Sanskrit and all regional languages,Every region and diaspora,Edition-specific full text plus scans and structure,one named mahatmya/version/witness/edition,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with temples, manuscript libraries and regional publishers; buy/scan rare editions",LOW_PARTIAL,IFP|Muktabodha|temple libraries|regional archives|private collections,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0176,03 Purana and Mahatmya,Mahatmya,River and tirtha mahatmya corpus,CORE,Sanskrit and all regional languages,Every region and diaspora,Edition-specific full text plus scans and structure,one named mahatmya/version/witness/edition,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with temples, manuscript libraries and regional publishers; buy/scan rare editions",LOW_PARTIAL,IFP|Muktabodha|temple libraries|regional archives|private collections,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0177,03 Purana and Mahatmya,Mahatmya,Vrata Mahatmya corpus,CORE,Sanskrit and all regional languages,Every region and diaspora,Edition-specific full text plus scans and structure,one named mahatmya/version/witness/edition,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with temples, manuscript libraries and regional publishers; buy/scan rare editions",LOW_PARTIAL,IFP|Muktabodha|temple libraries|regional archives|private collections,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0178,03 Purana and Mahatmya,Mahatmya,Masa Mahatmya corpus,CORE,Sanskrit and all regional languages,Every region and diaspora,Edition-specific full text plus scans and structure,one named mahatmya/version/witness/edition,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with temples, manuscript libraries and regional publishers; buy/scan rare editions",LOW_PARTIAL,IFP|Muktabodha|temple libraries|regional archives|private collections,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0179,03 Purana and Mahatmya,Mahatmya,Deity-specific Mahatmya corpus,CORE,Sanskrit and all regional languages,Every region and diaspora,Edition-specific full text plus scans and structure,one named mahatmya/version/witness/edition,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with temples, manuscript libraries and regional publishers; buy/scan rare editions",LOW_PARTIAL,IFP|Muktabodha|temple libraries|regional archives|private collections,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0180,03 Purana and Mahatmya,Mahatmya,Regional vernacular Puranas and Mahatmyas,CORE,Sanskrit and all regional languages,Every region and diaspora,Edition-specific full text plus scans and structure,one named mahatmya/version/witness/edition,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,"Partner with temples, manuscript libraries and regional publishers; buy/scan rare editions",LOW_PARTIAL,IFP|Muktabodha|temple libraries|regional archives|private collections,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0181,04 Agama Tantra and Temple,Shaiva Agama,Shaiva Siddhanta canon — 28 Mulagamas,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Formal partnership and rights agreement; fund transcription and critical editing where needed,PARTIAL_ACCOUNT_OR_REFERENCE,IFP|Muktabodha|EFEO|temple/matha collections,INSTITUTIONAL_PERMISSION_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
